state,county,vet population,latitude,longitude
Kansas,Pratt,747,37.6497691380581,-98.7378555054476
Kansas,Rawlins,272,39.7867575582674,-101.074844123959
Kansas,Reno,5487,37.9538790286263,-98.0858000644093
Kansas,Republic,537,39.8278534894253,-97.6501831941359
Kansas,Rice,837,44.3703237467421,-93.283055576426
Kansas,Riley,5438,39.3045652993484,-96.6748397613224
Kansas,Rooks,456,39.351140687994,-99.3241574566332
Kansas,Rush,345,38.5237426073488,-99.3104588129139
Kansas,Russell,665,36.926085133816,-82.0934895832316
Kansas,Saline,4884,40.5237445903653,-97.1405936477783
Kansas,Scott,336,36.739692308626,-82.6394685668889
Kansas,Sedgwick,38646,37.690865069216,-97.4803200120167
Kansas,Seward,994,40.8716901408353,-97.1405936477783
Kansas,Shawnee,16787,39.041551339938,-95.7679895471053
Kansas,Sheridan,231,44.7812830583209,-106.959781465766
Kansas,Sherman,623,36.279904766129,-101.894023018372
Kansas,Smith,361,32.4114077798013,-95.2885370169301
Kansas,Stafford,341,38.4186276814478,-77.4604679219107
Kansas,Stanton,129,41.9182665209891,-97.1926484939116
Kansas,Stevens,314,48.3977250002136,-117.915956712455
Kansas,Sumner,2113,36.4489035019456,-86.4801207288507
Kansas,Thomas,457,41.9155267922452,-100.557035391369
Kansas,Trego,279,38.9155238177206,-99.8721032054048
Kansas,Wabaunsee,661,38.9703183925977,-96.2227845185858
Kansas,Wallace,132,38.9182635464644,-101.762516038667
Kansas,Washington,494,43.3678371717658,-88.2292533995712
Kansas,Wichita,157,34.0223682811899,-98.6885403880581
Kansas,Wilson,907,29.1620894895855,-98.0693616919462
Kansas,Woodson,400,37.8881255387737,-95.7405922596667
Kansas,Wyandotte,10231,39.0963459148152,-94.7542899118778
Kentucky,Adair,1205,35.8990824707327,-94.6419610333796
Kentucky,Allen,1380,40.7817367184057,-84.138610860477
Kentucky,Anderson,1660,31.7949688124332,-95.6638798548387
Kentucky,Ballard,787,37.0724794986648,-88.998023807329
Kentucky,Barren,3076,36.9462843562883,-85.9577408367946
Kentucky,Bath,841,38.0550416769463,-79.7463799304102
Kentucky,Bell,2016,31.0360639503845,-97.4912789269921
Kentucky,Boone,9601,37.9970439094516,-81.7179040406277
Kentucky,Bourbon,1748,38.2194353489486,-84.2060082661519
Kentucky,Boyd,4840,42.8799113100833,-98.7816911653493
Kentucky,Boyle,2667,37.624658243675,-84.8463836162145
Kentucky,Bracken,758,38.6886172887509,-84.067213608768
Kentucky,Breathitt,927,37.5148624700385,-83.263844532815
Kentucky,Breckinridge,1804,37.8022514075899,-86.4149232384945
Kentucky,Bullitt,7107,37.9650451411786,-85.6835513911557
Kentucky,Butler,1030,40.9213313449965,-79.9279729403592
Kentucky,Caldwell,1215,29.8607203192694,-97.5953886192587
Kentucky,Calloway,2964,36.6236967736366,-88.2608521832407
Kentucky,Campbell,6618,44.2470359532685,-105.551560891423
Kentucky,Carlisle,419,36.8634875433821,-88.9960238843119
Kentucky,Carroll,1224,36.7448921084704,-80.7481413696554
Kentucky,Carter,1588,36.3057090139241,-82.1366879204001
Kentucky,Casey,1093,37.3268697064348,-84.935780175077
Kentucky,Christian,7648,36.9538780371181,-93.2556582889874
Kentucky,Clark,3330,44.7281848079699,-90.6191614049577
Kentucky,Clay,1225,38.4658258646504,-81.0505297298349
Kentucky,Clinton,731,41.2207198206503,-77.6188618248619
Kentucky,Crittenden,799,37.3386692522355,-88.0796591578951
Kentucky,Cumberland,572,37.5250620774255,-78.2686368131046
Kentucky,Daviess,8383,39.9593604691305,-93.9871658635975
Kentucky,Edmonson,977,37.1946747950072,-86.2591292354656
Kentucky,Elliott,302,38.131438736198,-83.0782516768319
Kentucky,Estill,1103,37.6980554184011,-83.9244191053499
Kentucky,Fayette,20087,38.0412422081286,-81.0649291755577
Kentucky,Fleming,1040,38.3482303912473,-83.7178270576876
Kentucky,Floyd,2053,36.915885526429,-80.3693559502243
Kentucky,Franklin,4719,46.4662162357936,-118.833765841647
Kentucky,Fulton,569,39.9435689819559,-78.1226424328593
Kentucky,Gallatin,748,45.3347082645802,-111.294032338549
Kentucky,Garrard,1210,37.6506572428968,-84.5465951559572
Kentucky,Grant,2141,42.8594567408292,-90.79175476133
Kentucky,Graves,2802,36.7238929167913,-88.650437186964
Kentucky,Grayson,2053,36.6826945026398,-81.2577217544023
Kentucky,Green,1093,42.678663700087,-89.6024005430845
Kentucky,Greenup,3460,38.5626221386761,-82.9160579201483
Kentucky,Hancock,800,40.5163469340419,-80.5931473358333
Kentucky,Hardin,15568,30.3209947482375,-94.4008649039201
Kentucky,Harlan,1970,40.1757990398953,-99.4063493189489
Kentucky,Harrison,1470,39.2853943170415,-80.3853553343608
Kentucky,Hart,1298,37.2990707764977,-85.9047428768425
Kentucky,Henderson,3416,32.1812705653172,-95.9405924579684
Kentucky,Henry,1434,36.6990938713797,-79.8677752575457
Kentucky,Hickman,462,35.8013284290216,-87.4740824683294
Kentucky,Hopkins,3771,33.17031264185,-95.5844277212668
Kentucky,Jackson,579,44.3337999890057,-90.7391567859813
Kentucky,Jefferson,57618,43.0202505514008,-88.7746324063234
Kentucky,Jessamine,3511,37.8662489441359,-84.5785939242301
Kentucky,Johnson,1636,44.0278576537599,-106.688548320124
Kentucky,Kenton,12833,38.9454074041414,-84.5207961490371
Kentucky,Knott,803,37.3490688519242,-82.9228576584063
Kentucky,Knox,2197,33.614148698355,-99.7351167682119
Kentucky,Larue,1424,37.577060075869,-85.6793515528199
Kentucky,Laurel,3638,37.1374769967193,-84.1166117072893
Kentucky,Lawrence,1048,35.2287504692373,-87.4016852551118
Kentucky,Lee,507,36.7434921623585,-83.2232460955687
Kentucky,Leslie,462,37.1016783747139,-83.358440891522
Kentucky,Letcher,1286,37.1130779359111,-82.8582601449553
Kentucky,Lewis,832,38.9468073502533,-80.5141503766594
Kentucky,Lincoln,1717,42.4470341685537,-110.546086391476
Kentucky,Livingston,902,42.7298617293237,-77.7740558509857
Kentucky,Logan,2129,37.8330502220527,-81.9024969351024
Kentucky,Lyon,828,39.0771678136082,-119.23376623825
Kentucky,McCracken,6162,37.0854789982757,-88.7124348004928
Kentucky,McCreary,1166,36.7760909075365,-84.5025968495819
Kentucky,McLean,840,47.5045734297159,-101.485803435537
Kentucky,Madison,6053,38.4286272965331,-78.2678368438978
Kentucky,Magoffin,447,37.6904557109363,-83.0746518154012
Kentucky,Marion,1277,39.5125855717795,-80.2165618317209
Kentucky,Marshall,3260,39.8771715377895,-80.6945434327982
Kentucky,Martin,542,32.3045583587908,-101.951557321993
Kentucky,Mason,1408,38.7516148637883,-81.997293286111
Kentucky,Meade,3578,44.5895020462508,-102.78717458887
Kentucky,Menifee,502,37.9386461573534,-83.6048314072237
Kentucky,Mercer,1812,37.4164662575991,-81.1057276051057
Kentucky,Metcalfe,690,37.000282277749,-85.6091542549211
Kentucky,Monroe,690,43.941815077662,-90.6451604041795
Kentucky,Montgomery,2086,37.1740755879315,-80.3957549340495
Kentucky,Morgan,1009,39.543584378544,-78.2454377061067
Kentucky,Muhlenberg,2164,37.2280735093921,-87.1340955554292
Kentucky,Nelson,3547,37.7914518232978,-78.9068122478484
Kentucky,Nicholas,607,38.3184315382931,-80.834138059389
Kentucky,Ohio,2029,40.1011629157002,-80.6263460579165
Kentucky,Oldham,5189,35.4031915680944,-102.603612763031
Kentucky,Owen,953,38.5294234165929,-84.8271843552507
Kentucky,Owsley,302,37.4000668888592,-83.7038275965682
Kentucky,Pendleton,1281,38.6846174427168,-79.3531950652562
Kentucky,Perry,1502,35.6321349417783,-87.8476680879162
Kentucky,Pike,3694,41.3431151092944,-75.0249616717353
Kentucky,Powell,990,46.9319701222495,-112.888554467475
Kentucky,Pulaski,5312,37.0620798989761,-80.7237423088473
Kentucky,Robertson,198,31.0251050354091,-96.5351135953856
Kentucky,Rockcastle,935,37.3454689904935,-84.3160040320902
Kentucky,Rowan,1462,35.683332971015,-80.4769518085421
Kentucky,Russell,1392,36.926085133816,-82.0934895832316
Kentucky,Scott,3526,36.739692308626,-82.6394685668889
Kentucky,Shelby,3414,31.7757907112262,-94.1542893169729
Kentucky,Simpson,1424,31.9010785611515,-89.9503871480529
Kentucky,Spencer,1121,38.0436421157491,-85.3095657869655
Kentucky,Taylor,1545,45.2065663936506,-90.4837666167028
Kentucky,Todd,926,43.194980115627,-100.713199929769
Kentucky,Trigg,1419,36.8174893139897,-87.9086657399365
Kentucky,Trimble,736,38.6144201448179,-85.3123656791894
Kentucky,Union,1054,36.2983092987609,-83.8358225156941
Kentucky,Warren,8034,38.8966092825251,-78.1954396306803
Kentucky,Washington,708,43.3678371717658,-88.2292533995712
Kentucky,Wayne,1575,38.1322387054048,-82.4174771119953
Kentucky,Webster,983,38.482425225692,-80.4309535791497
Kentucky,Whitley,2640,36.7802907458724,-84.116811699591
Kentucky,Wolfe,420,37.7422537170782,-83.4754363880199
Kentucky,Woodford,2014,38.0210429856563,-84.745387503853
Louisiana,Acadia Parish,3696,,
Louisiana,Allen Parish,1846,,
Louisiana,Ascension Parish,6748,,
Louisiana,Assumption Parish,1364,,
Louisiana,Avoyelles Parish,2871,,
Louisiana,Beauregard Parish,3519,,
Louisiana,Bienville Parish,1117,,
Louisiana,Bossier Parish,13201,,
Louisiana,Caddo Parish,21708,,
Louisiana,Calcasieu Parish,15601,,
Louisiana,Caldwell Parish,735,,
Louisiana,Cameron Parish,610,,
Louisiana,Catahoula Parish,655,,
Louisiana,Claiborne Parish,1268,,
Louisiana,Concordia Parish,1277,,
Louisiana,De Soto Parish,2011,,
Louisiana,East Baton Rouge Parish,28739,,
Louisiana,East Carroll Parish,525,,
Louisiana,East Feliciana Parish,1825,,
Louisiana,Evangeline Parish,1873,,
Louisiana,Franklin Parish,1279,,
Louisiana,Grant Parish,1838,,
Louisiana,Iberia Parish,4797,,
Louisiana,Iberville Parish,2318,,
Louisiana,Jackson Parish,1208,,
Louisiana,Jefferson Parish,27881,,
Louisiana,Jefferson Davis Parish,2031,,
Louisiana,Lafayette Parish,14197,,
Louisiana,Lafourche Parish,4859,,
Louisiana,La Salle Parish,946,,
Louisiana,Lincoln Parish,2170,,
Louisiana,Livingston Parish,8728,,
Louisiana,Madison Parish,677,,
Louisiana,Morehouse Parish,2060,,
Louisiana,Natchitoches Parish,2533,,
Louisiana,Orleans Parish,18344,,
Louisiana,Ouachita Parish,10715,,
Louisiana,Plaquemines Parish,1474,,
Louisiana,Pointe Coupee Parish,1689,,
Louisiana,Rapides Parish,11108,,
Louisiana,Red River Parish,540,,
Louisiana,Richland Parish,1167,,
Louisiana,Sabine Parish,1915,,
Louisiana,St. Bernard Parish,2239,,
Louisiana,St. Charles Parish,3804,,
Louisiana,St. Helena Parish,820,,
Louisiana,St. James Parish,1432,,
Louisiana,St. John the Baptist Parish,3076,,
Louisiana,St. Landry Parish,5623,,
Louisiana,St. Martin Parish,3130,,
Louisiana,St. Mary Parish,3245,,
Louisiana,St. Tammany Parish,20331,,
Louisiana,Tangipahoa Parish,8623,,
Louisiana,Tensas Parish,440,,
Louisiana,Terrebonne Parish,7019,,
Louisiana,Union Parish,1746,,
Louisiana,Vermilion Parish,3247,,
Louisiana,Vernon Parish,7103,,
Louisiana,Washington Parish,3601,,
Louisiana,Webster Parish,3408,,
Louisiana,West Baton Rouge Parish,1345,,
Louisiana,West Carroll Parish,847,,
Louisiana,West Feliciana Parish,1352,,
Louisiana,Winn Parish,1257,,
Maine,Androscoggin,10345,44.1970052546388,-70.2393458842128
Maine,Aroostook,7744,46.5163159775231,-68.8867979477752
Maine,Cumberland,23036,37.5250620774255,-78.2686368131046
Maine,Franklin,2913,46.4662162357936,-118.833765841647
Maine,Hancock,5885,40.5163469340419,-80.5931473358333
Maine,Kennebec,12527,44.413196932783,-69.7525646218604
Maine,Knox,4160,33.614148698355,-99.7351167682119
Maine,Lincoln,3858,42.4470341685537,-110.546086391476
Maine,Oxford,6077,44.566191043588,-70.6617296254158
Maine,Penobscot,14902,45.5197543381222,-68.6474071626331
Maine,Piscataquis,2122,45.7923438453474,-69.3047818583407
Maine,Sagadahoc,4296,43.9004166712088,-69.8595605032731
Maine,Somerset,4998,40.003366680166,-79.0378072054659
Maine,Waldo,3715,44.4785944154408,-69.1507877860271
Maine,Washington,3736,43.3678371717658,-88.2292533995712
Maine,York,19881,37.2360732014603,-76.4455069907529
Maryland,Allegany,7212,42.260279804918,-78.01604653605
Maryland,Anne Arundel,56049,38.974206295587,-76.5949012401273
Maryland,Baltimore,61264,39.2847943401364,-76.6205002547456
Maryland,Calvert,9470,38.5376231009629,-76.5119044349193
Maryland,Caroline,2891,38.0132432858898,-77.3562719327219
Maryland,Carroll,14270,36.7448921084704,-80.7481413696554
Maryland,Cecil,9497,39.5415844555269,-75.9999241425519
Maryland,Charles,17922,38.4380269347133,-76.9928859205222
Maryland,Dorchester,2885,33.0756333490707,-80.4345534405804
Maryland,Frederick,19452,39.2369961800287,-78.2886360432752
Maryland,Garrett,2610,39.4623875040513,-79.2090006157262
Maryland,Harford,23562,39.487786526368,-76.3049124026536
Maryland,Howard,21248,32.3045583587908,-101.436488318148
Maryland,Kent,1956,33.1812715568255,-100.778953419622
Maryland,Montgomery,47682,37.1740755879315,-80.3957549340495
Maryland,Prince George's,63495,38.833411715186,-76.8794902854549
Maryland,Queen Anne's,4734,39.0346039707022,-76.0919206013367
Maryland,St. Mary's,13707,38.20083606489,-76.5377034418393
Maryland,Somerset,2290,40.003366680166,-79.0378072054659
Maryland,Talbot,4107,38.7584146020463,-76.1799172140873
Maryland,Washington,13101,43.3678371717658,-88.2292533995712
Maryland,Wicomico,8566,38.3882288515885,-75.6277384690771
Maryland,Worcester,5436,42.3648757787103,-71.8960821115451
Maryland,Baltimore city,36997,,
Massachusetts,Barnstable,20984,41.7986975725806,-70.3107431359218
Massachusetts,Berkshire,11531,42.3928747009491,-73.2284308255104
Massachusetts,Bristol,34268,36.6358963040406,-82.1736864962157
Massachusetts,Dukes,1072,41.3833135619373,-70.6429303490554
Massachusetts,Essex,44474,37.945045911008,-76.9192887534944
Massachusetts,Franklin,6349,46.4662162357936,-118.833765841647
Massachusetts,Hampden,34125,42.1706832537538,-72.6050548210929
Massachusetts,Hampshire,11325,39.3127932623753,-78.6596217629398
Massachusetts,Middlesex,72841,37.6452574507507,-76.4459069753563
Massachusetts,Nantucket,637,41.3167161254692,-70.192947670217
Massachusetts,Norfolk,37020,36.930884949057,-76.2379149815821
Massachusetts,Plymouth,35792,41.9704909597461,-70.7013281011536
Massachusetts,Suffolk,24201,36.7460920622806,-76.6652985303278
Massachusetts,Worcester,53919,42.3648757787103,-71.8960821115451
Michigan,Alcona,1708,44.6833865323878,-83.1090504912946
Michigan,Alger,963,46.9882978095492,-86.485320528695
Michigan,Allegan,7581,42.5924670180517,-86.3009276265221
Michigan,Alpena,2999,45.0323730988647,-83.1486489670324
Michigan,Antrim,2379,45.0095739764702,-85.1639713913236
Michigan,Arenac,1580,44.0012127912686,-83.6758286743294
Michigan,Baraga,783,46.7319076787622,-88.3354493117771
Michigan,Barry,4964,36.7127819076586,-93.8282615964538
Michigan,Bay,9212,43.7378229299219,-83.9334187589266
Michigan,Benzie,1760,44.6435880643483,-86.3311264640797
Michigan,Berrien,12911,42.0014897665105,-86.7155116679586
Michigan,Branch,3490,41.9160930536821,-85.0593754175314
Michigan,Calhoun,11564,38.8284119076434,-81.1317266043275
Michigan,Cass,4592,33.0963399657658,-94.3488100577868
Michigan,Charlevoix,2426,45.4989551387448,-85.3005661333888
Michigan,Cheboygan,2588,45.5045549231925,-84.467798189085
Michigan,Chippewa,3752,45.0739714976196,-91.2943354155171
Michigan,Clare,3399,43.9890132608646,-84.847383577723
Michigan,Clinton,4914,41.2207198206503,-77.6188618248619
Michigan,Crawford,1596,43.2054434227805,-90.9409490184026
Michigan,Delta,3917,33.3401758239692,-95.5844277212668
Michigan,Dickinson,2584,45.9845364472869,-87.8758670024567
Michigan,Eaton,8577,42.5960668794824,-84.8373839626377
Michigan,Emmet,2960,45.5711523596606,-85.0205769110004
Michigan,Genesee,31085,42.9980514059114,-78.1848400386898
Michigan,Gladwin,2760,43.9884132839595,-84.3870012991958
Michigan,Gogebic,1825,46.5697139220786,-89.7029966708426
Michigan,Grand Traverse,7084,44.8163814130222,-85.5753555559328
Michigan,Gratiot,2900,43.2920400894192,-84.6067928387707
Michigan,Hillsdale,3506,41.8846942623142,-84.5933933545564
Michigan,Houghton,2944,46.948299349208,-88.5176422986312
Michigan,Huron,2678,41.1415228691748,-82.589070506859
Michigan,Ingham,15438,42.5992667563097,-84.3718018842662
Michigan,Ionia,4578,42.9450534459593,-85.074574832461
Michigan,Iosco,3484,44.3357999120228,-83.0684520540483
Michigan,Iron,1358,46.3899208428449,-90.2405759778283
Michigan,Isabella,3602,43.6406266712928,-84.847383577723
Michigan,Jackson,12273,44.3337999890057,-90.7391567859813
Michigan,Kalamazoo,15750,42.2452803822901,-85.528957341937
Michigan,Kalkaska,1822,44.6853864554048,-85.0905742165975
Michigan,Kent,34640,33.1812715568255,-100.778953419622
Michigan,Keweenaw,262,47.7530683712729,-88.3964469637974
Michigan,Lake,1492,36.3443075281533,-89.5198037224799
Michigan,Lapeer,7035,43.1038473335139,-83.2222461340602
Michigan,Leelanau,2070,45.1787674637135,-86.0967354864803
Michigan,Lenawee,7685,41.8944938850978,-84.0632137627338
Michigan,Livingston,12682,42.7298617293237,-77.7740558509857
Michigan,Luce,652,46.7751060159307,-85.5497565413144
Michigan,Mackinac,1100,45.9701370015641,-84.9911780426496
Michigan,Macomb,57378,42.6724639387341,-82.9044583666494
Michigan,Manistee,2630,44.3417996810739,-86.4029237003922
Michigan,Marquette,6551,43.8126200507599,-89.3836089650181
Michigan,Mason,2646,38.7516148637883,-81.997293286111
Michigan,Mecosta,3268,43.6408266635945,-85.3237652403867
Michigan,Menominee,2336,44.9867748540757,-88.7332339998703
Michigan,Midland,6415,31.8689414885174,-102.031009455565
Michigan,Missaukee,1260,44.3367998735313,-85.0927741319162
Michigan,Monroe,11687,43.941815077662,-90.6451604041795
Michigan,Montcalm,5030,43.2936400278329,-85.1995700210272
Michigan,Montmorency,1205,45.0285732451323,-84.1264113300729
Michigan,Muskegon,13836,43.2946399893414,-86.4687211676534
Michigan,Newaygo,4145,43.5542299969558,-85.8009468722571
Michigan,Oakland,68069,42.6598644237266,-83.3862398214591
Michigan,Oceana,2425,43.6438265481201,-86.5891165332804
Michigan,Ogemaw,2317,44.3345999582125,-84.1274112915815
Michigan,Ontonagon,980,47.0234964546495,-89.487804954207
Michigan,Osceola,2200,43.989413245468,-85.3259651557054
Michigan,Oscoda,1151,44.6817865939741,-84.1292112222968
Michigan,Otsego,2244,42.6112662944121,-75.0229617487182
Michigan,Ottawa,15393,36.8333299723884,-94.8118242154988
Michigan,Presque Isle,1579,45.4881555544526,-83.3712403988311
Michigan,Roscommon,2927,44.3357999120228,-84.6097927232963
Michigan,Saginaw,14324,43.348637910802,-84.0328149328745
Michigan,St. Clair,13442,38.0196325184789,-93.784425936552
Michigan,St. Joseph,4569,41.9152930844752,-85.5417568492462
Michigan,Sanilac,3159,43.424834977752,-82.6216692520371
Michigan,Schoolcraft,900,46.0421342301782,-86.2357301361659
Michigan,Shiawassee,5668,42.9542530918378,-84.1452106064333
Michigan,Tuscola,4739,43.5250311209067,-83.406039059328
Michigan,Van Buren,6189,35.677933178869,-85.4343609832301
Michigan,Washtenaw,17957,42.25348006666,-83.8356225233924
Michigan,Wayne,104952,38.1322387054048,-82.4174771119953
Michigan,Wexford,2941,44.3383998119449,-85.5775554712515
Minnesota,Aitkin,1774,46.5922437580111,-93.4255214711066
Minnesota,Anoka,23341,45.2251191148259,-93.263877475219
Minnesota,Becker,2963,46.9347098509934,-95.6803182273019
Minnesota,Beltrami,3212,47.9758067736594,-95.0090846850566
Minnesota,Benton,3145,46.2799146812113,-119.406369149113
Minnesota,Big Stone,455,45.3812836532258,-96.469360105533
Minnesota,Blue Earth,4444,44.0579946699423,-94.0693577259133
Minnesota,Brown,1928,44.4603951159856,-88.0052620216605
Minnesota,Carlton,3242,46.5922437580111,-92.6775755240333
Minnesota,Carver,5001,44.8086803457594,-93.7679875640889
Minnesota,Cass,3406,33.0963399657658,-94.3488100577868
Minnesota,Chippewa,866,45.0739714976196,-91.2943354155171
Minnesota,Chisago,4281,45.512790632931,-92.896753823542
Minnesota,Clay,4200,38.4658258646504,-81.0505297298349
Minnesota,Clearwater,783,47.5867652920316,-95.3762083367336
Minnesota,Cook,523,47.7450686792047,-90.2575753234733
Minnesota,Cottonwood,823,44.0223781962721,-95.1597697659688
Minnesota,Crow Wing,5840,46.4799148795129,-94.074837183401
Minnesota,Dakota,27617,42.4004587799081,-96.5405930528733
Minnesota,Dodge,1210,43.4142353857616,-88.704835093028
Minnesota,Douglas,3169,46.5251156387982,-91.9215112736671
Minnesota,Faribault,1347,43.6744326458022,-93.9488096611835
Minnesota,Fillmore,1565,40.5237445903653,-97.5953886192587
Minnesota,Freeborn,2591,43.6744326458022,-93.3488090662786
Minnesota,Goodhue,3902,44.4552553378017,-92.6419590503632
Minnesota,Grant,514,42.8594567408292,-90.79175476133
Minnesota,Hennepin,64058,45.0196394590365,-93.4720968597522
Minnesota,Houston,1610,31.2607217073809,-95.3597699642705
Minnesota,Hubbard,2306,47.1073127618564,-94.9214133652532
Minnesota,Isanti,3082,45.5730646652959,-93.2666172039628
Minnesota,Itasca,4725,47.4607377698141,-93.7378505479064
Minnesota,Jackson,881,44.3337999890057,-90.7391567859813
Minnesota,Kanabec,1423,45.9429280457167,-93.2857953051698
Minnesota,Kandiyohi,2741,45.1511464387417,-95.0063449563128
Minnesota,Kittson,427,48.7730678381222,-96.8090864697714
Minnesota,Koochiching,1289,48.2716974779961,-93.7570286491134
Minnesota,Lac qui Parle,585,45.0360778314997,-96.0940172676245
Minnesota,Lake,1271,36.3443075281533,-89.5198037224799
Minnesota,Lake of the Woods,508,48.8744378016449,-94.885796891583
Minnesota,Le Sueur,2006,44.3703237467421,-93.7707272928327
Minnesota,Lincoln,477,42.4470341685537,-110.546086391476
Minnesota,Lyon,1748,39.0771678136082,-119.23376623825
Minnesota,McLeod,2953,44.8032008882717,-94.2556592804956
Minnesota,Mahnomen,412,47.3264910613651,-95.8090854782632
Minnesota,Marshall,711,39.8771715377895,-80.6945434327982
Minnesota,Martin,1755,32.3045583587908,-101.951557321993
Minnesota,Meeker,1919,45.10731077884,-94.5104540536744
Minnesota,Mille Lacs,2423,45.9018321145588,-93.6200422119205
Minnesota,Morrison,2849,46.0607363817026,-94.20908389185
Minnesota,Mower,2966,43.6744326458022,-92.7488084713736
Minnesota,Murray,692,34.4853824389019,-97.0885388016449
Minnesota,Nicollet,2167,44.3100497143772,-94.3542895152745
Minnesota,Nobles,1399,43.6744326458022,-95.7515511746422
Minnesota,Norman,606,47.3237513326212,-96.4611409193014
Minnesota,Olmsted,10403,44.0141590100406,-92.3844245484405
Minnesota,Otter Tail,5342,46.4114216609165,-95.7131949722282
Minnesota,Pennington,994,44.101830329844,-103.028270718329
Minnesota,Pine,2832,46.0744350254219,-92.7186714551912
Minnesota,Pipestone,677,44.0223781962721,-96.2584009922559
Minnesota,Polk,2577,45.4689549730292,-92.5214109856334
Minnesota,Pope,911,45.5867633090151,-95.4447015553301
Minnesota,Ramsey,28800,48.2306015468383,-98.7460746916791
Minnesota,Red Lake,366,47.8634778951613,-96.0940172676245
Minnesota,Redwood,1152,44.4470361515702,-95.2282629845653
Minnesota,Renville,1180,48.7292321782204,-101.540598010414
Minnesota,Rice,4450,44.3703237467421,-93.283055576426
Minnesota,Rock,660,42.6696640465102,-89.072820928167
Minnesota,Roseau,1035,48.7703281093783,-95.7460717171545
Minnesota,St. Louis,18650,38.6530186590472,-90.2433758700522
Minnesota,Scott,7363,36.739692308626,-82.6394685668889
Minnesota,Sherburne,6126,45.4032014831767,-93.8310013251976
Minnesota,Sibley,1199,44.5867623175069,-94.1981249768746
Minnesota,Stearns,10108,45.5292290053941,-94.5926459159902
Minnesota,Steele,2760,47.4579980410703,-97.7186764127323
Minnesota,Stevens,515,48.3977250002136,-117.915956712455
Minnesota,Swift,898,45.2826534184469,-95.6830579560457
Minnesota,Todd,2125,43.194980115627,-100.713199929769
Minnesota,Traverse,345,45.8032018797799,-96.546072510361
Minnesota,Wabasha,1847,44.2810020213553,-92.2045003805811
Minnesota,Wadena,1191,46.5867643005234,-94.9488106526917
Minnesota,Waseca,1722,44.0223781962721,-93.5871654669942
Minnesota,Washington,16453,43.3678371717658,-88.2292533995712
Minnesota,Watonwan,895,43.9785425363704,-94.614563745941
Minnesota,Wilkin,475,46.3264900698568,-96.5241546804102
Minnesota,Winona,3654,44.0198120753273,-91.6817205039216
Minnesota,Wright,8682,37.2716865714057,-92.4693561395001
Minnesota,Yellow Medicine,779,44.7374473984191,-95.9077157130421
Mississippi,Adams,2459,43.9454149390927,-89.8131924290826
Mississippi,Alcorn,2293,34.8755640644246,-88.5934393809778
Mississippi,Amite,1165,31.1743065367519,-90.8215536142842
Mississippi,Attala,1424,33.0828330719321,-89.6409990573137
Mississippi,Benton,518,46.2799146812113,-119.406369149113
Mississippi,Bolivar,2120,33.8246045189596,-90.9439489029282
Mississippi,Calhoun,999,38.8284119076434,-81.1317266043275
Mississippi,Carroll,853,36.7448921084704,-80.7481413696554
Mississippi,Chickasaw,1077,33.9066013626591,-88.9554254470656
Mississippi,Choctaw,706,34.0141490949583,-95.5734688062914
Mississippi,Claiborne,552,36.466302832194,-83.691028089259
Mississippi,Clarke,1375,39.1220006065477,-77.9900475368282
Mississippi,Clay,1457,38.4658258646504,-81.0505297298349
Mississippi,Coahoma,1428,34.2551879445326,-90.6775591570559
Mississippi,Copiah,1966,31.8674798544649,-90.4239689184927
Mississippi,Covington,1333,37.7840521081347,-79.9877706385693
Mississippi,DeSoto,15001,34.8537649035386,-90.016984584521
Mississippi,Forrest,6035,31.1721066214331,-89.2948123830607
Mississippi,Franklin,633,46.4662162357936,-118.833765841647
Mississippi,George,1783,30.8669183690298,-88.6488372485504
Mississippi,Greene,1173,38.330031091792,-78.4744288915601
Mississippi,Grenada,1629,33.7874059508423,-89.8219920903577
Mississippi,Hancock,4752,40.5163469340419,-80.5931473358333
Mississippi,Harrison,21652,39.2853943170415,-80.3853553343608
Mississippi,Hinds,16121,32.3110627796487,-90.3971699500641
Mississippi,Holmes,964,40.5561454020814,-81.934695695677
Mississippi,Humphreys,444,36.0243198454237,-87.7762708362071
Mississippi,Issaquena,138,32.7112473753624,-90.9527485642033
Mississippi,Itawamba,1676,34.2757871516083,-88.3498487574999
Mississippi,Jackson,15455,44.3337999890057,-90.7391567859813
Mississippi,Jasper,1231,30.7018170436338,-94.1625085032044
Mississippi,Jefferson,479,43.0202505514008,-88.7746324063234
Mississippi,Jefferson Davis,957,31.5822908322321,-89.781593645413
Mississippi,Jones,4528,32.7374355003204,-99.8803223916364
Mississippi,Kemper,638,32.7530457664189,-88.6316379106036
Mississippi,Lafayette,2887,42.6596644314249,-90.1321801503036
Mississippi,Lamar,3933,33.6607240870006,-95.581687992523
Mississippi,Lauderdale,6729,35.7429306769234,-89.6497987185888
Mississippi,Lawrence,1030,35.2287504692373,-87.4016852551118
Mississippi,Leake,1038,32.7540457279275,-89.523803568514
Mississippi,Lee,5719,36.7434921623585,-83.2232460955687
Mississippi,Leflore,1482,33.5232161202887,-90.2775745536439
Mississippi,Lincoln,2376,42.4470341685537,-110.546086391476
Mississippi,Lowndes,5220,33.5160163974273,-88.4602445080416
Mississippi,Madison,5927,38.4286272965331,-78.2678368438978
Mississippi,Marion,1854,39.5125855717795,-80.2165618317209
